Gyr, 48.844, 0.19, -0.16, 0.09
Gyr, 48.849, 0.17, -0.14, 0.10
Acc, 48.853, -5.57, -4.15, -6.46
Gyr, 48.856, 0.14, -0.11, 0.10
Gyr, 48.862, 0.12, -0.07, 0.11
Acc, 48.870, -5.19, -3.83, -5.67
Gyr, 48.876, 0.09, -0.03, 0.11
Gyr, 48.881, 0.04, -0.01, 0.10
Acc, 48.885, -5.19, -3.83, -5.67
Gyr, 48.890, 0.01, 0.02, 0.09
Gyr, 48.897, 0.02, 0.05, 0.10
Gyr, 48.900, 0.02, 0.08, 0.11
Acc, 48.903, -5.19, -3.83, -5.67
Gyr, 48.906, 0.03, 0.10, 0.11
Gyr, 48.917, 0.02, 0.11, 0.12
Acc, 48.924, -5.19, -3.83, -5.67
Gyr, 48.928, 0.03, 0.11, 0.12
Gyr, 48.938, 0.05, 0.11, 0.11
Acc, 48.954, -5.19, -3.83, -5.67
Gyr, 48.960, 0.07, 0.11, 0.11
Gyr, 48.968, 0.06, 0.10, 0.11
Acc, 48.979, -5.52, -4.08, -7.25
Gyr, 48.999, 0.05, 0.09, 0.11
Gyr, 49.007, 0.03, 0.08, 0.10
Acc, 49.010, -5.40, -4.37, -7.83
Gyr, 49.013, 0.03, 0.07, 0.10
Gyr, 49.016, 0.04, 0.06, 0.11
Acc, 49.019, -5.46, -4.14, -8.34
Gyr, 49.022, 0.05, 0.06, 0.11
Gyr, 49.025, 0.03, 0.05, 0.11
Acc, 49.027, -5.56, -4.17, -8.41
Gyr, 49.030, 0.01, 0.05, 0.11
Gyr, 49.035, 0.00, 0.04, 0.11
Acc, 49.044, -5.58, -4.12, -8.21
Gyr, 49.054, 0.01, 0.04, 0.10
Gyr, 49.062, 0.04, 0.05, 0.10
Acc, 49.071, -5.61, -4.08, -8.10
Gyr, 49.081, 0.07, 0.05, 0.10
Gyr, 49.094, 0.06, 0.05, 0.09
Acc, 49.100, -6.05, -4.27, -8.31
Gyr, 49.105, 0.04, 0.05, 0.09
Gyr, 49.110, 0.01, 0.05, 0.08
Acc, 49.113, -5.95, -3.80, -7.96
Gyr, 49.117, -0.01, 0.04, 0.07
Gyr, 49.119, -0.03, 0.04, 0.07
Acc, 49.126, -5.98, -3.89, -7.97
Gyr, 49.132, -0.01, 0.05, 0.06
